2011-06-17,356
2011-06-18,410
2011-06-19,401
2011-06-20,319
2011-06-21,323
2011-06-22,354
2011-06-23,336
2011-06-24,333
2011-06-25,383
2011-06-26,341
2011-06-27,350
2011-06-28,336
2011-06-29,308
2011-06-30,340
2011-07-01,360
2011-07-02,359
2011-07-03,332
2011-07-04,322
2011-07-05,389
2011-07-06,439
2011-07-07,455
2011-07-08,531
2011-07-09,606
2011-07-10,535
2011-07-11,413
2011-07-12,881
2011-07-13,597
2011-07-14,458
2011-07-15,444
2011-07-16,438
2011-07-17,421
2011-07-18,481
2011-07-19,534
2011-07-20,482
2011-07-21,439
2011-07-22,416
2011-07-23,484
2011-07-24,434
2011-07-25,434
2011-07-26,471
2011-07-27,465
2011-07-28,501
2011-07-29,598
2011-07-30,501
2011-07-31,599
2011-08-01,521
2011-08-02,464
2011-08-03,421
2011-08-04,447
2011-08-05,479
2011-08-06,418
2011-08-07,557
2011-08-08,488
2011-08-09,465
2011-08-10,400
2011-08-11,305
2011-08-12,432
2011-08-13,521
2011-08-14,445
2011-08-15,533
2011-08-16,500
2011-08-17,502
2011-08-18,537
2011-08-19,434
2011-08-20,392
2011-08-21,422
2011-08-22,396
2011-08-23,403
2011-08-24,424
2011-08-25,394
2011-08-26,450
2011-08-27,390
2011-08-28,358
2011-08-29,393
2011-08-30,381
2011-08-31,476
2011-09-01,440
2011-09-02,457
2011-09-03,479
2011-09-04,454
2011-09-05,375
2011-09-06,277
2011-09-07,292
2011-09-08,255
2011-09-09,315
2011-09-10,322
2011-09-11,295
2011-09-12,283
2011-09-13,277
2011-09-14,294
2011-09-15,286
2011-09-16,295
2011-09-17,325
2011-09-18,292
2011-09-19,289
2011-09-20,284
2011-09-21,424
2011-09-22,284
2011-09-23,362
2011-09-24,278
2011-09-25,259
2011-09-26,292
2011-09-27,286
2011-09-28,302
2011-09-29,312
2011-09-30,282
2011-10-01,258
2011-10-02,320
2011-10-03,227
2011-10-04,273
2011-10-05,436
2011-10-06,322
2011-10-07,281
2011-10-08,303
2011-10-09,320
2011-10-10,331
2011-10-11,428
2011-10-12,472
2011-10-13,362
2011-10-14,295
2011-10-15,323
2011-10-16,259
2011-10-17,375
2011-10-18,379
2011-10-19,382
2011-10-20,305
2011-10-21,299
2011-10-22,352
2011-10-23,363
2011-10-24,413
2011-10-25,341
2011-10-26,385
2011-10-27,566
2011-10-28,666
2011-10-29,708
2011-10-30,910
2011-10-31,730
2011-11-01,797
2011-11-02,1052
2011-11-03,966
2011-11-04,854
2011-11-05,964
2011-11-06,973
2011-11-07,745
2011-11-08,797
2011-11-09,844
2011-11-10,749
2011-11-11,818
2011-11-12,672
2011-11-13,854
2011-11-14,655
2011-11-15,626
2011-11-16,656
2011-11-17,689
2011-11-18,766
2011-11-19,829
2011-11-20,714
2011-11-21,413
2011-11-22,273
2011-11-23,464
2011-11-24,361
2011-11-25,379
2011-11-26,457
2011-11-27,359
2011-11-28,351
2011-11-29,398
2011-11-30,488
2011-12-01,557
2011-12-02,429
